Tiempo,Error_x,Error_y,Error_z
0.0,0.9,0.9,0.9
0.01,0.8821498575710943,0.9108219505265955,0.8594578022211199
0.02,0.8645893538637452,0.9214895322704804,0.820573367641173
0.03,0.8473037253621005,0.9320052436518901,0.7832904124009871
0.04,0.8302787417945844,0.9423714432110021,0.7475536743050573
0.05,0.8135006970888817,0.9525903545849752,0.7133089781528318
0.06,0.796956399575871,0.9626640714140231,0.6805032898689856
0.07,0.7806331616392663,0.9725945621602561,0.6490847612227685
0.08,0.764518788912401,0.9823836748317413,0.6190027660089661
0.09,0.7486015691045378,0.9920331416073664,0.5902079284607092
0.1,0.7328702605316513,1.0015445833588899,0.5626521446142441
0.11,0.7173140804197671,1.0109195140672678,0.5362885972978592
0.12,0.7019226925379957,1.020159345223088,0.5110717628812915
0.13,0.6866861957242397,1.0292653899276156,0.48695741760121536
0.14,0.6715951126725017,1.0382388668363165,0.4639026412115411
0.15,0.6566403770257639,1.047080904296965,0.4418658082023841
0.16,0.6418133213537301,1.0557925442134515,0.4208065794209274
0.17,0.6271056651975085,1.0643747457970187,0.40068589048391634
0.18,0.6125095032067117,1.0728283892065555,0.3814659373423117
0.19,0.598017293396838,1.0811542790787168,0.36311015935636975
0.2,0.5836218455513619,1.0893531479489198,0.34558322020949495
0.21,0.569316309789809,1.0974256595645016,0.32885098696117393
0.22,0.5550941653202022,1.1053724120915203,0.312880507513088
0.23,0.5409492093916296,1.1131939412168699,0.2976399867380393
0.24,0.5268755464602756,1.120890723147526,0.28309876149855395
0.25,0.512867577580072,1.1284631775088763,0.26922727476085684
0.26,0.49891999002713655,1.1359116701441854,0.2559970489902835
0.27,0.48502774715612595,1.1432365158187954,0.24338065894848665
0.28,0.47118607834828274,1.1504379808533822,0.2313517032830547
0.29,0.45739046971377745,1.157516285586853,0.21988477844156007
0.3,0.443636654623668,1.16447160681741,0.20895545029518062
0.31,0.42992060449423575,1.1713040801552326,0.1985402256840814
0.32,0.4162385199188694,1.1780138022756654,0.18861652448786215
0.33,0.40258682205626567,1.1846008330896847,0.17916265184220653
0.34,0.3889621442739459,1.1910651978340214,0.1701577705767313
0.35000000000000003,0.3753613240453615,1.1974068890833118,0.16158187393980913
0.36,0.3617813950982172,1.2036258686866288,0.1534157586677229
0.37,0.3482195798110754,1.2097220696307345,0.14564099844783976
0.38,0.33467328185482337,1.2156953978323561,0.13823991781852704
0.39,0.32114007907515874,1.2215457338617735,0.13119556654219922
0.4,0.3076177166118903,1.2272729345999527,0.12449169448215641
0.41000000000000003,0.294104100250549,1.232876834831441,0.11811272700868833
0.42,0.2805972900015452,1.2383572487751788,0.11204374095524
0.43,0.2670954939019027,1.2437139715553596,0.10627044114122045
0.44,0.2535970620344294,1.2489467806144008,0.10077913747425002
0.45,0.24010048075905122,1.2540554370700678,0.09555672264124576
0.46,0.22660436715093887,1.2590396870187153,0.0905906503947088
0.47000000000000003,0.21310746363998515,1.2638992627865886,0.08586891443786837
0.48,0.19960863284614547,1.2686338841310523,0.08138002790992974
0.49,0.18610685260513476,1.2732432593935838,0.07711300347053637
0.5,0.1726012111789718,1.277727086606301,0.07305733398067162
0.51,0.15909090264587877,1.282085054553754,0.06920297377556373
0.52,0.14557522246407856,1.286316843791653,0.06554032052370806
0.53,0.1320535632040786,1.2904221276241572,0.06206019766485859
0.54,0.1185254104440938,1.2944005730412957,0.05875383741876698
0.55,0.10499033882334098,1.29825184161804,0.05561286435556428
0.56,0.09144800824804586,1.301975590376503,0.052629279518045184
0.5700000000000001,0.0778981602420537,1.3055714726127743,0.049795445069506554
0.58,0.06434061444246907,1.309039138689513,0.047104069483560745
0.59,0.05077526523660716,1.3123782367956756,0.044548193272483536
0.6,0.03720207852889669,1.3155884136748868,0.04212117520809309
0.61,0.02362108863223163,1.318669315323632,0.03981667901507055
0.62,0.010032395288152664,1.321620587660213,0.0376286605751342
0.63,0.0035638391818834693,1.3244418771659772,0.03555135566676187
0.64,0.01716739265484993,1.327132831499703,0.033579267914088426
0.65,0.030777985906773924,1.3296931000829693,0.03170715700831646
0.66,0.04439528472808962,1.3321223346804085,0.02993002994886458
0.67,0.058018902838783644,1.3344201899298938,0.028243127795459004
0.68,0.07164840411452647,1.3365863238594289,0.02664191606556489
0.6900000000000001,0.08528330478653444,1.3386203983833347,0.02512207514083393
0.7000000000000001,0.0989230755918846,1.3405220797755526,0.023679490829004786
0.71,0.1125671438398633,1.3422910391214362,0.02231024527666582
0.72,0.1262148953976489,1.3439269527481366,0.021010608222009036
0.73,0.13986567659905308,1.3454295026333845,0.019777028573888723
0.74,0.1535187956560656,1.3467983768641552,0.018606128589669847
0.75,0.16717352440787642,1.3480332700572166,0.017494696023221214
0.76,0.18082910083701775,1.3491338835845514,0.016439672205585336
0.77,0.1944847302367791,1.350099925967469,0.015438147392039796
0.78,0.2081395867748067,1.350931113191442,0.014487353839194528
0.79,0.2217928149612708,1.3516271690058521,0.013584659341227087
0.8,0.2354435298822514,1.3521878255589284,0.012727567331114464
0.81,0.24909081994997187,1.3526128234166281,0.011913703086604464
0.8200000000000001,0.26273374846259145,1.3529019116941146,0.011140806823420037
0.8300000000000001,0.27637135449755845,1.3530548483557856,0.01040673020376983
0.84,0.29000265347547177,1.3530714006605147,0.009709434540566782
0.85,0.3036266373445268,1.3529513459350984,0.009046990668732567
0.86,0.317242278492863,1.3526944707419724,0.008417558822534518
0.87,0.33084852981961216,1.352300571277144,0.007819389723157003
0.88,0.3444443242842385,1.3517694542260594,0.007250828189737893
