timestamp,tiempo_rossler_segundos,tiempo_confusion_segundos,tiempo_programa_segundos,tiempo_descifrado
12-12 13:24:49,9.132365203000063,9.134831217000283,9.190312606000134,0.040216883000084636
12-12 13:31:02,9.118669839999711,9.12097704000007,9.176006233999942,0.03997805100016194
12-12 14:26:35,9.081532720999348,9.083907872000054,9.139077681000344,0.040201869000156876
12-12 14:28:12,9.329596617999414,9.332345046000228,9.384219436000421,0.03690607399948931
12-12 15:42:52,11.752693835000173,11.755180185999052,11.78999348400066,0.019622751000497374
12-12 15:44:31,9.405367061999641,9.407819411999299,9.460533662000671,0.03768192399911641
12-12 15:54:10,10.24426787199991,10.24665883400121,10.28119615399919,0.01934758799870906
