c,hamming_abs,hamming_norm
5.0,245114,0.4539148148148148
5.01,244863,0.45345
5.02,244335,0.4524722222222222
5.029999999999999,243935,0.45173148148148146
5.039999999999999,244512,0.4528
5.049999999999999,243539,0.45099814814814815
5.059999999999999,242942,0.44989259259259257
5.0699999999999985,242551,0.4491685185185185
5.079999999999998,242510,0.4490925925925926
5.089999999999998,242059,0.4482574074074074
5.099999999999998,242112,0.44835555555555556
5.109999999999998,241336,0.4469185185185185
5.119999999999997,240737,0.44580925925925924
5.129999999999997,240368,0.4451259259259259
5.139999999999997,240101,0.44463148148148146
5.149999999999997,239857,0.44417962962962965
5.159999999999997,239482,0.4434851851851852
5.169999999999996,238306,0.4413074074074074
5.179999999999996,237871,0.44050185185185187
5.189999999999996,236680,0.4382962962962963
5.199999999999996,235481,0.4360759259259259
5.2099999999999955,234861,0.4349277777777778
5.219999999999995,233717,0.4328092592592593
5.229999999999995,232885,0.4312685185185185
5.239999999999995,231955,0.4295462962962963
5.249999999999995,231781,0.4292240740740741
5.2599999999999945,230479,0.42681296296296295
5.269999999999994,230026,0.42597407407407406
5.279999999999994,229861,0.4256685185185185
5.289999999999994,229936,0.4258074074074074
5.299999999999994,228424,0.4230074074074074
5.309999999999993,227426,0.42115925925925923
5.319999999999993,226810,0.4200185185185185
5.329999999999993,226314,0.4191
5.339999999999993,224714,0.416137037037037
5.3499999999999925,223560,0.414
5.359999999999992,222351,0.41176111111111113
5.369999999999992,220797,0.4088833333333333
5.379999999999992,219886,0.4071962962962963
5.389999999999992,218210,0.4040925925925926
5.3999999999999915,216731,0.4013537037037037
5.409999999999991,215154,0.3984333333333333
5.419999999999991,213548,0.39545925925925923
5.429999999999991,213016,0.3944740740740741
5.439999999999991,211070,0.39087037037037037
5.44999999999999,209906,0.3887148148148148
5.45999999999999,208162,0.3854851851851852
5.46999999999999,207692,0.3846148148148148
5.47999999999999,206558,0.3825148148148148
5.4899999999999896,204491,0.37868703703703704
5.499999999999989,202419,0.37485
5.509999999999989,200131,0.370612962962963
5.519999999999989,196497,0.36388333333333334
5.529999999999989,194165,0.35956481481481484
5.5399999999999885,191397,0.3544388888888889
5.549999999999988,187710,0.3476111111111111
5.559999999999988,184632,0.3419111111111111
5.569999999999988,181256,0.33565925925925927
5.579999999999988,176910,0.32761111111111113
5.589999999999987,171732,0.3180222222222222
5.599999999999987,168165,0.3114166666666667
5.609999999999987,163382,0.30255925925925925
5.619999999999987,158059,0.2927018518518518
5.629999999999987,152105,0.28167592592592594
5.639999999999986,144526,0.26764074074074073
5.649999999999986,134777,0.24958703703703702
5.659999999999986,123556,0.2288074074074074
5.669999999999986,108349,0.2006462962962963
5.6799999999999855,91669,0.1697574074074074
5.689999999999985,66923,0.12393148148148148
5.699999999999985,43343,0.08026481481481482
5.709999999999985,149524,0.2768962962962963
5.719999999999985,156643,0.29007962962962963
5.729999999999984,163008,0.30186666666666667
5.739999999999984,167654,0.3104703703703704
5.749999999999984,172216,0.31891851851851855
5.759999999999984,174091,0.32239074074074076
5.769999999999984,176852,0.3275037037037037
5.779999999999983,179267,0.33197592592592595
5.789999999999983,181787,0.3366425925925926
5.799999999999983,183335,0.33950925925925923
5.809999999999983,184927,0.34245740740740743
5.8199999999999825,186680,0.3457037037037037
5.829999999999982,187614,0.3474333333333333
5.839999999999982,189015,0.35002777777777777
5.849999999999982,189786,0.3514555555555556
5.859999999999982,190841,0.35340925925925926
5.8699999999999815,191141,0.3539648148148148
5.879999999999981,191712,0.35502222222222224
5.889999999999981,192052,0.35565185185185183
5.899999999999981,192967,0.3573462962962963
5.909999999999981,193962,0.3591888888888889
5.91999999999998,194781,0.36070555555555556
5.92999999999998,195523,0.36207962962962964
5.93999999999998,196048,0.36305185185185185
5.94999999999998,196740,0.36433333333333334
5.9599999999999795,197100,0.365
5.969999999999979,197757,0.3662166666666667
5.979999999999979,198349,0.36731296296296295
5.989999999999979,198850,0.36824074074074076
