tiempo_mqtt,tiempo_sincronizacion,tiempo_descifrado,tiempo_total
0.9017793970015191,3.8303327430003264,0.1643704180023633,5.715682182999444
0.6556943770010548,3.8006732470021234,0.1654344519993174,5.630630997002299
0.6571769389993278,3.7743720930011477,0.1655995380024251,5.5458486690004065
0.6519979789991339,3.7967761010004324,0.16447270199932973,5.56385476899959
0.6523290920013096,3.7095564499977627,0.16512331099875155,5.4501518580000266
0.6560892250017787,3.740395616998285,0.1788510190017405,5.589209179001045
0.8994066960001419,3.8827432649998173,0.17375236199995925,5.911117445999935
10.843709196999953,3.799132127000121,0.17293466599994645,15.751923065000028
10.616657753000027,3.5991413679998914,0.1852112220001345,15.423496249999971
10.799308568000015,0.7977275180001016,0.1671848510000018,12.582856362999792
10.912825271999736,0.7909849809998377,0.17487968500017814,12.870311584999854
10.8808876410003,0.6458573699997032,0.16928577799990308,12.515474993000225
10.535036974999912,0.787712165999892,0.1719465740002306,12.489218287999847
11.094932863000395,0.7890730359999907,0.46632674100010263,13.188169436999942
11.402944179000315,0.7919591469999432,0.46208966599988344,13.492421268999806
11.022063882999646,0.5069271480001589,0.4583914250001726,12.83034464100001
11.428542345000096,0.5637478879998525,0.4693830920000437,13.298559066000053
11.280111123000097,3.6373190350004734,0.4586667399998987,16.2141956939995
1.5552784870001233,1.482367707000094,0.4781129120001424,4.351765498000077
1.6007839080002668,6.724709199999779,0.4640767640003105,8.824187828000504
1.608914550999998,2.4950361999999586,0.5149645440001223,5.455160521000153
1.7523586870011059,1.111585702998127,0.46087585300119827,4.167284972001653
1.7237447699990298,1.1404345290029596,0.46500285000001895,4.171079392002866
1.8357578850009304,1.118297271998017,0.4712301239997032,4.286209534999216
1.422320674999355,1.1061233410000568,0.46435149099852424,3.835078562999115
4.015068513002916,1.092365439999412,0.47401663300115615,6.425189778998174
1.9100294390009367,1.1203314589984075,0.462012666001101,4.335668084000645
1.621273509997991,1.1308125760006078,0.4590744570014067,4.054433126999356
1.5162858620024053,1.118655016998673,0.4575297240007785,3.934791496998514
1.5479785860006814,1.120320319001621,0.4743118440019316,3.984724740999809
