Tiempo,Error_x,Error_y,Error_z
1.8600826703409041,0.00043528379990545596,0.08159308742920648,0.00014869294084240287
1.8700831148051027,0.001245268202764549,0.08012919940405808,0.00013979848989127686
1.880083559269301,0.0020406286033962384,0.07868347944517111,0.00013110347224739444
1.8900840037334994,0.0028215487809421236,0.07725574466543086,0.00012260988016307706
1.9000844481976977,0.0035882105991949798,0.07584581380094749,0.00011431915646185897
1.9100848926618963,0.004340794006598647,0.074453507211056,0.00010623219453846644
1.9200853371260946,0.0050794770362481145,0.07307864687831635,9.834933835885934e-05
1.930085781590293,0.005804435805889463,0.07172105640851331,9.067038246017567e-05
1.9400862260544915,0.006515844517920005,0.07038056103065655,8.319457195078012e-05
1.95008667051869,0.007213875459388119,0.06905698759698065,7.592060251024324e-05
1.9600871149828882,0.007898699001993276,0.067750164582945,6.884662038934147e-05
1.9700875594470866,0.008570483602086149,0.06645992208723389,6.197022241005712e-05
1.9800880039112851,0.009229395800668533,0.0651860918317565,5.5288455965571415e-05
1.9900884483754835,0.009875600223393288,0.06392850716164691,4.879781902029229e-05
2.000088892839682,0.01050925958056445,0.06268700304526406,4.249426010981966e-05
2.01008933730388,0.011130534667137176,0.06146141607419177,3.637317834098014e-05
2.0200897817680787,0.011739584362717853,0.060251584463238646,3.0429423391778454e-05
2.0300902262322773,0.012336565631563795,0.05905734805043828,2.4657295511459898e-05
2.0400906706964754,0.012921633522583575,0.05787854829704918,1.9050545520440942e-05
2.050091115160674,0.013494941169336944,0.05671502828755459,1.3602374810385565e-05
2.0600915596248726,0.014056639790034686,0.055566632729662696,8.305435344135859e-06
2.0700920040890707,0.014606878687538682,0.05443320795430667,3.1518296557536685e-06
2.0800924485532692,0.015145805249362071,0.05331460191564433,1.8668891495002282e-06
2.090092893017468,0.015673564947669083,0.05221066419105855,6.759717395131426e-06
2.100093337481666,0.016190301339275015,0.05112124598115711,1.153620083348128e-05
2.1100937819458645,0.01669615606564631,0.050046200109772454,1.6206434645636703e-05
2.1200942264100626,0.01719126885290062,0.04898538102396216,2.0781063441520364e-05
2.130094670874261,0.01767577751180663,0.047938644794008445,2.5271281259807432e-05
2.1400951153384598,0.01814981793778425,0.04690584911341855,2.9688831567988017e-05
2.150095559802658,0.01861352411090439,0.04588685329892467,3.4046007262360234e-05
2.1600960042668564,0.019067026289296823,0.04488151715073728,3.834298061047153e-05
2.170096448731055,0.01951043947698633,0.04388971124917286,4.252992503951669e-05
2.180096893195253,0.01994388624542337,0.04291132125359335,4.6619787911511557e-05
2.1900973376594517,0.020367509105060605,0.04194619682303254,5.061334127990508e-05
2.2000977821236503,0.020781449319267314,0.040994188338542556,5.4510891712072906e-05
2.2100982265878484,0.02118584644788657,0.040055147848456665,5.8312889811999724e-05
2.220098671052047,0.021580838347235204,0.03912892906838915,6.201993022029312e-05
2.2300991155162455,0.021966561170103788,0.03821538738123559,6.563275161417664e-05
2.2400995599804436,0.022343149365756654,0.03731437983717269,6.915223670752452e-05
2.250100004444642,0.02271073567993187,0.03642576515365821,7.257941225080611e-05
2.2601004489088408,0.023069451154841242,0.035549403715431145,7.591544903113451e-05
2.270100893373039,0.02341942512917039,0.03468515757451166,7.916166187223878e-05
2.2801013378372375,0.023760785238078563,0.03383289045020094,8.231950963447782e-05
2.2901017823014356,0.02409365741319891,0.03299246772908146,8.539059521483344e-05
2.300102226765634,0.024418165882638232,0.032163756465016756,8.837666554690343e-05
2.3101026712298327,0.024734433170977066,0.031346625379151526,9.127961160092235e-05
2.320103115694031,0.025042580099269796,0.030540944859911705,9.410146838373379e-05
2.3301035601582294,0.0253427257850444,0.029746586963004217,9.684441493882506e-05
2.340104004622428,0.025634987642302764,0.028963425411417235,9.951077434629946e-05
2.350104449086626,0.025919481381520476,0.028191335595420156,0.00010210301372288316
2.3601048935508246,0.026196321009646834,0.027430194572563328,0.00010462374422191834
2.370105338015023,0.026465618830104898,0.026679881067678365,0.00010707572103339086
2.3801057824792213,0.026727485442791465,0.025940275472878097,0.00010946184338389564
2.39010622694342,0.02698202974407715,0.025211259847556344,0.0001117851545366505
2.4001066714076185,0.02722935892680628,0.024492717918388168,0.00011404884179151697
2.4101071158718166,0.027469578480296852,0.023784535079329844,0.0001162562364849587
2.420107560336015,0.027702792190340775,0.023086598391618585,0.00011841081399006914
2.4301080048002137,0.027929102139203577,0.022398796583772973,0.00012051619371659245
2.440108449264412,0.02814860870562455,0.021721020051592654,0.00012257613911084708
2.4501088937286104,0.028361410564816836,0.02105316085815838,0.00012459455765581606
2.460109338192809,0.02856760468846717,0.02039511273383214,0.00012657550087109837
2.470109782657007,0.02876728634473616,0.019746771076256983,0.00012852316431291588
2.4801102271212057,0.028960549098258126,0.019108032950357123,0.00013044188757409952
2.490110671585404,0.029147484810141122,0.01847879708833801,0.00013233615428413087
2.5001111160496023,0.029328183637966992,0.017858963889686122,0.00013421059210908665
2.510111560513801,0.02950273403579126,0.017248435421169175,0.00013606997275169425
2.520112004977999,0.0296712227541433,0.01664711541683596,0.00013791921195130397
2.5301124494421976,0.029833734840026133,0.01605490927801649,0.0001397633694838682
2.540112893906396,0.029990353636916572,0.01547172407332191,0.0001416076491619761
2.5501133383705943,0.030141160784765197,0.014897468538644446,0.00014345739883485364
