descripcion,coef_corr
correlacion_original_vs_descifrada,0.9999820119790557
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.9999793749194852
correlacion_original_vs_descifrada,0.4890034992734541
correlacion_original_vs_descifrada,0.9999309736621762
correlacion_original_vs_descifrada,0.8954058617804026
correlacion_original_vs_descifrada,0.039635280170821525
correlacion_original_vs_descifrada,0.039635280170821525
