tiempo_mqtt,tiempo_sincronizacion,tiempo_descifrado,tiempo_total
11.542762696999944,0.5481501290000779,0.4676127959999121,13.406556715000079
12.04946486300014,0.5234115000000656,0.4693614619998243,13.886419751000176
11.539907178000021,0.5304034440000578,0.46387948100004905,13.377621954999995
11.942791697000075,0.5354607770000257,0.46245261100011703,13.784106806999944
11.804132270999844,0.5382798139999068,0.46291709199999787,13.648809103000076
11.499836696999864,0.5397066659998018,0.47629527700019025,13.358623398999953
11.953568677999556,0.5432097039997643,0.48434948199974315,13.825317325000015
11.525332586000332,0.5291223330000321,0.4635820739999872,13.363741344000118
11.806183400000009,0.54314403699982,0.48446046300023227,13.676026750999881
11.771016548999796,0.5360331479996603,0.4781396109997331,13.629557343000215
11.532172734000142,0.525717092999912,0.46575996299998224,13.366290326000126
11.6068555679999,0.5295774439996421,0.466083554999841,13.447380491999866
11.449513827000374,0.5322278880003068,0.4686776469998222,13.292965992000063
11.749932919000003,0.5486372039999878,0.48386527699994986,13.62703725099982
12.391034696000133,0.5360425550002219,0.477091535999989,14.247603177000201
12.022122308000235,0.5320788330000141,0.46278187000007165,13.859235991999867
12.15455225200003,0.5271971669999402,0.4604187589998219,13.98614986199982
11.670079436999913,0.5338065369996912,0.4657351109999581,13.512733621999814
11.604344716000014,0.5350269999999,0.48110390700003336,13.464972343000227
11.701251974000115,0.5310255919998781,0.46884846300008576,13.545104603000254
11.507030493000002,0.5329541480000444,0.46412722199966083,13.348497492000206
11.353115437999804,0.5374684440002966,0.4792846099999224,13.214455177000218
11.70881080700019,0.5222029249998741,0.4740686850000202,13.556233066000004
11.568709178000063,0.5294891660005305,0.46397407399945223,13.4043085659996
11.76185862299917,0.5317623330001879,0.4763393149996773,13.614342585000486
11.7036422150004,0.5459234810005,0.479475554999226,13.572205862000374
11.395916808000038,0.5276786479998918,0.47986264799965284,13.246727732999716
11.386717234000571,0.5357606670004316,0.4766151849999005,13.243176177999885
