a,hamming_abs,hamming_norm
0.0,209633,0.419266
0.02,210841,0.421682
0.04,209325,0.41865
0.06,207939,0.415878
0.08,209895,0.41979
0.1,210771,0.421542
0.12,208506,0.417012
0.14,207964,0.415928
0.16,212129,0.424258
0.18,198550,0.3971
0.2,121645,0.24329
0.22,190458,0.380916
0.24,205185,0.41037
0.26,211061,0.422122
0.28,208357,0.416714
0.3,209247,0.418494
0.32,210118,0.420236
0.34,207866,0.415732
0.36,207377,0.414754
0.38,209350,0.4187
